Identity,lat,long,alti,speed,TIME,TYPE
5848,7.18728,15.33591,12078,311,1668452410,Type145
6414,7.18364,15.33543,12078,311,1668452410,TypeE
4457,7.19009,15.329,12078,311,1668452410,Type2000
7731,7.1966,15.32597,12078,311,1668452410,Type2000
3606,7.18265,15.32392,12078,311,1668452410,Type29
2765,7.18841,15.3325,12078,311,1668452410,TypeE
3111,7.18768,15.33765,12078,311,1668452410,TypeR
5529,7.18322,15.33296,12078,311,1668452410,TypeE
7696,12.23943,15.59252,779,280,1668452410,TypeR
7226,7.18914,15.33088,12078,311,1668452410,Type29
7614,7.18795,15.32516,12078,311,1668452410,TypeM
2227,12.24463,15.59073,779,280,1668452410,Type145
4514,7.18642,15.33804,12078,311,1668452410,Type30
8748,12.23006,15.58676,779,280,1668452410,Type2000
1248,12.23657,15.5914,779,280,1668452410,Unknown
8614,12.23712,15.58966,779,280,1668452410,Type29
5349,12.23735,15.5888,779,280,1668452410,Type30
5281,12.23354,15.58979,779,280,1668452410,TypeE
5073,12.24399,15.5899,779,280,1668452410,Unknown
3421,12.23588,15.58774,779,280,1668452410,TypeT
7956,12.2403,15.5989,779,280,1668452410,TypeR
4716,12.24075,15.59016,779,280,1668452410,Unknown
7185,12.22878,15.58902,779,280,1668452410,TypeT
6419,12.23815,15.59034,779,280,1668452410,TypeT
5656,12.24007,15.58801,779,280,1668452410,Type29
8411,12.23416,15.58681,779,280,1668452410,TypeR
8903,12.24154,15.58949,779,280,1668452410,TypeM
5375,12.243,15.59719,779,280,1668452410,TypeR
3233,12.23099,15.58369,779,280,1668452410,Type2000
4526,12.2367,15.59253,779,280,1668452410,TypeE
6137,12.23685,15.5889,779,280,1668452410,TypeR
1452,12.23331,15.59505,779,280,1668452410,TypeM
8512,12.23786,15.58488,779,280,1668452410,TypeM
6349,12.23811,15.59133,779,280,1668452410,TypeM
4220,12.23141,15.58767,779,280,1668452410,Unknown
7504,12.23059,15.59191,779,280,1668452410,Type29
8126,12.24047,15.5827,779,280,1668452410,TypeR
1512,12.24417,15.59351,779,280,1668452410,TypeE
4676,12.23345,15.5872,779,280,1668452410,Type29
8865,12.23062,15.59351,779,280,1668452410,TypeE
4858,12.23341,15.58178,779,280,1668452410,TypeR
1769,12.24163,15.59675,779,280,1668452410,TypeT
8881,12.23646,15.58951,779,280,1668452410,TypeM
3676,12.23675,15.58836,779,280,1668452410,TypeR
8721,10.93722,16.51361,6948,318,1668452411,TypeE
3676,12.23717,15.57966,779,280,1668452411,TypeR
1691,10.94447,16.50815,6948,318,1668452411,Unknown
7600,10.94198,16.51204,6948,318,1668452411,Type2000
6376,10.94092,16.51617,6948,318,1668452411,TypeT
5486,10.93824,16.50785,6948,318,1668452411,Unknown
6264,10.93681,16.50614,6948,318,1668452411,TypeF
8598,10.94168,16.51068,6948,318,1668452411,TypeE
3900,10.94276,16.51262,6948,318,1668452411,Unknown
3029,10.94688,16.51303,6948,318,1668452411,TypeM
4141,10.94047,16.51988,6948,318,1668452411,Type30
4921,10.94204,16.51234,6948,318,1668452411,Type29
3632,10.94322,16.51418,6948,318,1668452411,TypeT
6544,10.94119,16.51975,6948,318,1668452411,TypeE
4314,12.23535,15.5856,779,280,1668452411,Type30
8702,10.93495,16.51109,6948,318,1668452411,Type30
5308,10.94356,16.51632,6948,318,1668452411,TypeF
2258,10.94015,16.51807,6948,318,1668452411,Type30
1189,10.94013,16.51145,6948,318,1668452411,TypeT
3516,10.94504,16.50198,6948,318,1668452411,Unknown
8788,12.23795,15.59654,779,280,1668452411,TypeM
4716,12.24185,15.58582,779,280,1668452411,Unknown
3014,12.23457,15.58348,779,280,1668452411,TypeR
5375,12.24161,15.59107,779,280,1668452411,TypeR
8903,12.24438,15.5844,779,280,1668452411,TypeM
8411,12.2341,15.58147,779,280,1668452411,TypeR
5656,12.24032,15.58422,779,280,1668452411,Type29
6419,12.24452,15.5814,779,280,1668452411,TypeT
6137,12.23738,15.57851,779,280,1668452411,TypeR
7185,12.22903,15.58471,779,280,1668452411,TypeT
7956,12.23768,15.58755,779,280,1668452411,TypeR
3421,12.23703,15.58544,779,280,1668452411,TypeT
8699,12.23638,15.58144,779,280,1668452411,TypeR
5073,12.24392,15.58585,779,280,1668452411,Unknown
5349,12.23789,15.58513,779,280,1668452411,Type30
8614,12.23831,15.58124,779,280,1668452411,Type29
1248,12.23559,15.58727,779,280,1668452411,Unknown
4269,10.93697,16.51432,6948,318,1668452411,TypeR
8512,12.23904,15.57698,779,280,1668452411,TypeM
1769,12.24286,15.59325,779,280,1668452411,TypeT
6349,12.2449,15.58687,779,280,1668452411,TypeM
1406,12.23787,15.5792,779,280,1668452411,TypeR
4957,12.23204,15.5898,779,280,1668452411,Unknown
5281,12.23556,15.58626,779,280,1668452411,TypeE
1373,10.94727,16.50625,6948,318,1668452411,TypeR
3575,10.94166,16.51115,6948,318,1668452411,TypeT
8776,10.9415,16.50929,6948,318,1668452411,TypeE
1452,12.2334,15.59141,779,280,1668452411,TypeM
2227,12.24453,15.5866,779,280,1668452411,Type145
7696,12.2437,15.58997,779,280,1668452411,TypeR
1073,8.49556,15.75355,10367,317,1668452412,Type30
1284,8.50051,15.75949,10367,317,1668452412,Type30
7099,8.5,15.75662,10367,317,1668452412,Type2000
1243,8.49836,15.75321,10367,317,1668452412,TypeT
2360,8.50278,15.75125,10367,317,1668452412,Unknown
2960,8.50417,15.76218,10367,317,1668452412,Type145
4959,8.50734,15.76498,10367,317,1668452412,TypeM
3226,8.49922,15.767,10367,317,1668452412,TypeE
4060,8.49651,15.76058,10367,317,1668452412,TypeE
4064,8.50295,15.75613,10367,317,1668452412,Type29
4617,8.49726,15.75683,10367,317,1668452412,TypeM
4827,8.50076,15.76235,10367,317,1668452412,TypeF
8749,8.50351,15.75994,10367,317,1668452412,TypeT
7828,8.4975,15.75716,10367,317,1668452412,TypeR
1758,8.50519,15.75251,10367,317,1668452412,TypeM
4340,8.50567,15.76451,10367,317,1668452412,Type145
6331,8.50714,15.76338,10367,317,1668452412,TypeE
8634,8.49876,15.76422,10367,317,1668452412,TypeR
7978,8.49487,15.75627,10367,317,1668452412,Unknown
5483,8.50456,15.76117,10367,317,1668452412,Type2000
8238,8.50209,15.75895,10367,317,1668452412,Type2000
2177,8.49881,15.75515,10367,317,1668452412,TypeT
1517,8.50365,15.7673,10367,317,1668452412,Type145
7488,8.5025,15.76416,10367,317,1668452412,Type29
6742,10.96824,16.48461,6948,318,1668452412,Type29
7044,8.50562,15.76655,10367,317,1668452412,Type2000
5186,10.96777,16.48051,6948,318,1668452412,Type145
5553,10.96911,16.49086,6948,318,1668452412,TypeR
4476,10.96666,16.48494,6948,318,1668452412,TypeR
6180,10.96409,16.48668,6948,318,1668452412,Type145
6903,10.96531,16.49504,6948,318,1668452412,TypeE
4782,10.9646,16.48102,6948,318,1668452412,Type2000
7799,10.20833,16.88949,9337,295,1668452412,Type29
5764,10.20983,16.88285,9337,295,1668452412,Type29
2570,10.20921,16.88304,9337,295,1668452412,TypeT
5228,10.96876,16.48759,6948,318,1668452412,Type145
1879,10.96393,16.48485,6948,318,1668452412,Type145
1774,8.50363,15.75284,10367,317,1668452412,TypeF
1183,10.97154,16.49079,6948,318,1668452412,Type29
1802,10.96753,16.48819,6948,318,1668452412,Type2000
4137,10.97145,16.47784,6948,318,1668452412,Unknown
2176,10.96396,16.49233,6948,318,1668452412,TypeF
6435,10.96261,16.48632,6948,318,1668452412,Type2000
8884,10.96343,16.48984,6948,318,1668452412,Unknown
1373,10.96903,16.48293,6948,318,1668452412,TypeR
4269,10.96378,16.48707,6948,318,1668452412,TypeR
5308,10.96646,16.48763,6948,318,1668452412,TypeF
3632,10.96671,16.48778,6948,318,1668452412,TypeT
8005,8.50071,15.7494,10367,317,1668452412,TypeR
5118,8.49552,15.7652,10367,317,1668452412,Type30
2376,12.23074,15.57681,779,280,1668452413,Type30
7696,12.24234,15.58041,779,280,1668452413,TypeR
2227,12.24351,15.57841,779,280,1668452413,Type145
1452,12.23382,15.58389,779,280,1668452413,TypeM
4220,12.2314,15.57381,779,280,1668452413,Unknown
7504,12.23063,15.57949,779,280,1668452413,Type29
8126,12.23943,15.57723,779,280,1668452413,TypeR
1512,12.24389,15.5803,779,280,1668452413,TypeE
8748,12.23807,15.57833,779,280,1668452413,Type2000
1439,12.23639,15.57331,779,280,1668452413,TypeM
2872,10.99045,16.46033,6948,318,1668452413,TypeR
8709,12.24022,15.57243,779,280,1668452413,TypeT
4078,12.2417,15.58235,779,280,1668452413,Unknown
8776,10.98971,16.45997,6948,318,1668452413,TypeE
3575,10.98964,16.461,6948,318,1668452413,TypeT
2887,10.98258,16.45807,6948,318,1668452413,Type30
4924,10.98878,16.46105,6948,318,1668452413,TypeF
8604,10.99096,16.4593,6948,318,1668452413,Type30
4472,10.99083,16.45932,6948,318,1668452413,Type30
8031,10.99188,16.46592,6948,318,1668452413,Type2000
6065,10.99115,16.45603,6948,318,1668452413,TypeF
4676,12.23535,15.57464,779,280,1668452413,Type29
6891,12.24135,15.57691,779,280,1668452413,TypeT
8865,12.23228,15.58101,779,280,1668452413,TypeE
2125,6.62149,12.79386,7133,329,1668452413,Type2000
8881,12.23859,15.57797,779,280,1668452413,TypeM
5375,12.24446,15.58421,779,280,1668452413,TypeR
8903,12.24304,15.57707,779,280,1668452413,TypeM
8411,12.23694,15.57572,779,280,1668452413,TypeR
5656,12.24488,15.57232,779,280,1668452413,Type29
6419,12.24488,15.57376,779,280,1668452413,TypeT
6137,12.23866,15.57168,779,280,1668452413,TypeR
7185,12.23009,15.57627,779,280,1668452413,TypeT
3233,12.23586,15.575,779,280,1668452413,Type2000
7956,12.24162,15.58508,779,280,1668452413,TypeR
5073,12.24261,15.578,779,280,1668452413,Unknown
5281,12.23309,15.57611,779,280,1668452413,TypeE
5349,12.23909,15.57706,779,280,1668452413,Type30
8614,12.23911,15.57633,779,280,1668452413,Type29
1248,12.23361,15.57903,779,280,1668452413,Unknown
4716,12.2441,15.57712,779,280,1668452413,Unknown
8512,12.24033,15.56838,779,280,1668452413,TypeM
3421,12.23716,15.57296,779,280,1668452413,TypeT
4526,12.23715,15.58876,779,280,1668452413,TypeE
2158,6.81572,10.71781,2544,241,1668452413,Type29
3081,6.82367,10.71443,2544,241,1668452413,TypeM
5004,12.18982,16.07732,2713,278,1668452413,TypeT
6332,12.19395,16.06712,2713,278,1668452413,Unknown
7462,12.18864,16.07484,2713,278,1668452413,TypeT
3630,12.19445,16.07136,2713,278,1668452413,TypeE
3632,11.01728,16.44411,6948,318,1668452414,TypeT
2028,9.71058,14.76737,3974,305,1668452414,TypeM
6163,9.70941,14.77195,3974,305,1668452414,TypeE
6781,11.01424,16.44333,6948,318,1668452414,Type145
5653,11.00986,16.43526,6948,318,1668452414,Type29
5008,11.01265,16.43422,6948,318,1668452414,Type145
8747,11.01123,16.43,6948,318,1668452414,TypeE
5421,9.70367,14.76208,3974,305,1668452414,Type29
6797,9.70062,14.76742,3974,305,1668452414,Type145
3321,9.71454,14.76412,3974,305,1668452414,TypeE
8099,9.7088,14.76628,3974,305,1668452414,TypeT
7759,9.70924,14.75855,3974,305,1668452414,Unknown
3396,11.01348,16.43655,6948,318,1668452414,TypeT
5139,9.70496,14.76501,3974,305,1668452414,Unknown
1536,9.71201,14.76221,3974,305,1668452414,TypeE
3228,9.7078,14.76555,3974,305,1668452414,Type30
8693,9.70777,14.76575,3974,305,1668452414,TypeM
8156,9.71448,14.76344,3974,305,1668452414,Type30
5057,9.70652,14.76689,3974,305,1668452414,Type29
1937,9.70955,14.76412,3974,305,1668452414,TypeR
8910,9.70997,14.77401,3974,305,1668452414,TypeF
2134,9.7027,14.7697,3974,305,1668452414,TypeF
2176,11.01152,16.44377,6948,318,1668452414,TypeF
4137,11.01905,16.42819,6948,318,1668452414,Unknown
1802,11.01823,16.44223,6948,318,1668452414,Type2000
6742,11.0222,16.43223,6948,318,1668452414,Type29
3162,9.70717,14.76579,3974,305,1668452414,TypeE
1183,11.01621,16.43751,6948,318,1668452414,Type29
8604,11.01536,16.43383,6948,318,1668452414,Type30
8767,11.01239,16.43543,6948,318,1668452414,TypeT
4253,11.01455,16.43991,6948,318,1668452414,Unknown
4308,11.01589,16.43696,6948,318,1668452414,Unknown
3706,11.00889,16.44133,6948,318,1668452414,Unknown
5043,11.01491,16.42845,6948,318,1668452414,Type29
1013,9.70346,14.77049,3974,305,1668452414,TypeT
1879,11.00601,16.43261,6948,318,1668452414,Type145
5635,9.70544,14.76631,3974,305,1668452414,TypeT
2069,9.70204,14.76247,3974,305,1668452414,TypeR
2955,9.69933,14.76077,3974,305,1668452414,TypeR
1214,14.54322,16.15504,396,2,1668452414,TypeR
3389,14.54962,16.15786,396,2,1668452414,Unknown
6356,14.55331,16.15935,396,2,1668452414,TypeT
6541,14.5558,16.16148,396,2,1668452414,Type30
2148,14.55154,16.15806,396,2,1668452414,Type2000
4111,14.55077,16.15746,396,2,1668452414,Type2000
3158,14.55252,16.14898,396,2,1668452414,Unknown
1024,14.55573,16.15429,396,2,1668452414,Type29
5250,14.55613,16.16175,396,2,1668452414,TypeM
1015,14.55041,16.15739,396,2,1668452414,TypeR
2662,14.55091,16.16071,396,2,1668452414,Type29
6349,12.24433,15.57024,779,280,1668452415,TypeM
1769,12.24531,15.5764,779,280,1668452415,TypeT
5414,6.80096,10.69357,2544,241,1668452415,Unknown
8144,6.80107,10.70214,2544,241,1668452415,Type145
4716,12.24129,15.57002,779,280,1668452415,Unknown
1248,12.23164,15.57078,779,280,1668452415,Unknown
8614,12.24083,15.56447,779,280,1668452415,Type29
5349,12.24073,15.56657,779,280,1668452415,Type30
8512,12.2403,15.56868,779,280,1668452415,TypeM
4380,6.806,10.68761,2544,241,1668452415,TypeM
3109,6.80438,10.69467,2544,241,1668452415,Type2000
1383,6.79889,10.69976,2544,241,1668452415,TypeR
8471,6.80273,10.69917,2544,241,1668452415,Type145
5079,6.8117,10.69559,2544,241,1668452415,Type2000
2232,6.81221,10.69086,2544,241,1668452415,Type30
1012,6.80276,10.68903,2544,241,1668452415,TypeR
5281,12.23427,15.56769,779,280,1668452415,TypeE
5073,12.24387,15.56962,779,280,1668452415,Unknown
3421,12.23734,15.5607,779,280,1668452415,TypeT
7956,12.24092,15.57237,779,280,1668452415,TypeR
7185,12.23926,15.5702,779,280,1668452415,TypeT
7616,6.80265,10.69617,2544,241,1668452415,Unknown
6137,12.23993,15.56371,779,280,1668452415,TypeR
5656,12.24129,15.56909,779,280,1668452415,Type29
5163,6.8044,10.69529,2544,241,1668452415,Type2000
7551,6.80517,10.69786,2544,241,1668452415,TypeR
2619,6.8127,10.69243,2544,241,1668452415,Unknown
3070,6.80333,10.6899,2544,241,1668452415,Type145
1933,6.81191,10.69577,2544,241,1668452415,Unknown
8939,6.80346,10.69198,2544,241,1668452415,Unknown
3718,6.80047,10.68672,2544,241,1668452415,TypeF
8719,6.80275,10.69484,2544,241,1668452415,TypeR
6419,12.24262,15.56829,779,280,1668452415,TypeT
1406,12.24013,15.56835,779,280,1668452415,TypeR
1879,11.03497,16.40922,6948,318,1668452415,Type145
3014,12.23412,15.56298,779,280,1668452415,TypeR
2028,9.7245,14.75054,3974,305,1668452415,TypeM
6163,9.72176,14.75767,3974,305,1668452415,TypeE
7528,9.71647,14.74565,3974,305,1668452415,TypeR
1691,11.04386,16.40461,6948,318,1668452415,Unknown
7600,11.03845,16.41576,6948,318,1668452415,Type2000
6376,11.03774,16.41071,6948,318,1668452415,TypeT
5486,11.03683,16.40944,6948,318,1668452415,Unknown
6264,11.03074,16.40389,6948,318,1668452415,TypeF
6797,9.71243,14.75007,3974,305,1668452415,Type145
8598,11.03483,16.41193,6948,318,1668452415,TypeE
3029,11.04039,16.41143,6948,318,1668452415,TypeM
3516,11.04015,16.40397,6948,318,1668452415,Unknown
4921,11.03868,16.41689,6948,318,1668452415,Type29
4141,11.03672,16.41785,6948,318,1668452415,Type30
8144,6.79595,10.68942,2544,241,1668452416,Type145
7245,6.80127,10.68228,2544,241,1668452416,Type29
8423,6.80587,10.67742,2544,241,1668452416,Type30
3935,6.79943,10.68433,2544,241,1668452416,Type2000
8272,6.80495,10.68822,2544,241,1668452416,TypeF
2865,6.79928,10.68365,2544,241,1668452416,Type29
5414,6.79722,10.68263,2544,241,1668452416,Unknown
8984,6.79482,10.68744,2544,241,1668452416,TypeM
3718,6.79641,10.67838,2544,241,1668452416,TypeF
1472,6.80076,10.67494,2544,241,1668452416,Type145
8719,6.79122,10.68381,2544,241,1668452416,TypeR
1383,6.79614,10.68553,2544,241,1668452416,TypeR
7616,6.79336,10.68776,2544,241,1668452416,Unknown
4380,6.79974,10.67876,2544,241,1668452416,TypeM
1012,6.79642,10.675,2544,241,1668452416,TypeR
2232,6.80097,10.68204,2544,241,1668452416,Type30
5079,6.80028,10.68332,2544,241,1668452416,Type2000
8471,6.79532,10.69242,2544,241,1668452416,Type145
8939,6.79782,10.68039,2544,241,1668452416,Unknown
7114,6.80436,10.68077,2544,241,1668452416,TypeR
3109,6.799,10.67613,2544,241,1668452416,Type2000
3361,6.79713,10.6921,2544,241,1668452416,TypeR
8972,6.79779,10.68892,2544,241,1668452416,Type145
6643,6.80239,10.68879,2544,241,1668452416,Type30
2656,6.80069,10.68291,2544,241,1668452416,TypeR
1343,6.79124,10.67804,2544,241,1668452416,TypeE
6860,6.79835,10.68322,2544,241,1668452416,Type29
3081,6.80007,10.68257,2544,241,1668452416,TypeM
2158,6.79898,10.68312,2544,241,1668452416,Type29
8221,6.79772,10.67845,2544,241,1668452416,Type145
8645,6.79978,10.68079,2544,241,1668452416,Type29
8836,6.79667,10.69218,2544,241,1668452416,Type145
3317,6.80072,10.6813,2544,241,1668452416,Type2000
5751,6.79889,10.6833,2544,241,1668452416,Type30
1795,6.79982,10.6795,2544,241,1668452416,Type30
5364,6.79949,10.68061,2544,241,1668452416,Type30
8383,6.80491,10.67952,2544,241,1668452416,Type30
7763,6.80156,10.68287,2544,241,1668452416,Type2000
7855,6.79905,10.6828,2544,241,1668452416,TypeE
8381,6.79899,10.68295,2544,241,1668452416,TypeE
6051,6.80067,10.68761,2544,241,1668452416,Type29
3273,6.80152,10.6743,2544,241,1668452416,Type30
8609,6.80081,10.68554,2544,241,1668452416,Type30
8391,6.79517,10.67667,2544,241,1668452416,Type145
7656,6.80523,10.68163,2544,241,1668452416,Type145
1208,6.79941,10.6794,2544,241,1668452416,Type2000
3394,6.79741,10.68301,2544,241,1668452416,TypeR
1419,6.79825,10.68365,2544,241,1668452416,TypeT
2639,6.7988,10.68311,2544,241,1668452416,Type29
4523,6.79732,10.68983,2544,241,1668452416,Unknown
5862,14.5533,16.16142,396,2,1668452417,Type29
8673,14.55612,16.14932,396,2,1668452417,Type29
6473,14.5558,16.15146,396,2,1668452417,Type30
4973,14.55568,16.15649,396,2,1668452417,TypeR
7131,14.55533,16.15883,396,2,1668452417,TypeE
2182,14.55903,16.16152,396,2,1668452417,TypeR
6686,12.19845,16.00355,2713,278,1668452417,TypeM
6840,14.55428,16.15748,396,2,1668452417,TypeF
6725,11.08582,16.36002,6948,318,1668452417,TypeE
8776,11.08491,16.35618,6948,318,1668452417,TypeE
3575,11.08314,16.36931,6948,318,1668452417,TypeT
3793,6.74474,12.72346,7133,329,1668452417,TypeF
2575,6.73892,12.72515,7133,329,1668452417,TypeR
5756,6.74294,12.72248,7133,329,1668452417,TypeE
8250,6.74036,12.72726,7133,329,1668452417,Type30
4455,6.74412,12.71956,7133,329,1668452417,TypeM
8138,14.55767,16.15497,396,2,1668452417,TypeE
5576,12.18928,16.01656,2713,278,1668452417,TypeT
1024,14.55693,16.15643,396,2,1668452417,Type29
5136,14.5558,16.15903,396,2,1668452417,Type2000
8589,12.19506,16.01264,2713,278,1668452417,Unknown
2392,12.1891,16.01292,2713,278,1668452417,TypeT
1392,12.19163,16.0174,2713,278,1668452417,TypeM
7607,12.19308,16.0142,2713,278,1668452417,TypeF
7403,12.19902,16.0136,2713,278,1668452417,TypeF
5927,6.74046,12.72389,7133,329,1668452417,Type145
8685,6.73964,12.71316,7133,329,1668452417,TypeT
2495,14.55923,16.1555,396,2,1668452417,Type2000
1685,6.74313,12.72537,7133,329,1668452417,Type30
7233,6.74163,12.72598,7133,329,1668452417,TypeR
1417,12.19472,16.0137,2713,278,1668452417,Type30
8845,12.19222,16.02275,2713,278,1668452417,TypeF
5250,14.55688,16.15811,396,2,1668452417,TypeM
1015,14.55982,16.16386,396,2,1668452417,TypeR
2662,14.55607,16.15932,396,2,1668452417,Type29
6521,14.55625,16.15611,396,2,1668452417,TypeR
2752,12.19128,16.00962,2713,278,1668452417,TypeM
8043,6.75059,12.72009,7133,329,1668452417,Type145
2793,10.84363,15.36068,3123,292,1668452417,TypeF
8687,10.84343,15.3637,3123,292,1668452417,TypeT
6065,11.08817,16.35231,6948,318,1668452417,TypeF
8031,11.08813,16.36617,6948,318,1668452417,Type2000
4472,11.0924,16.353,6948,318,1668452417,Type30
8604,11.09138,16.35468,6948,318,1668452417,Type30
8767,11.08209,16.36034,6948,318,1668452417,TypeT
4253,11.08722,16.36879,6948,318,1668452417,Unknown
4308,11.09273,16.36552,6948,318,1668452417,Unknown
3706,11.08427,16.3619,6948,318,1668452417,Unknown
5043,11.08692,16.35311,6948,318,1668452417,Type29
6781,11.08607,16.3648,6948,318,1668452417,Type145
6771,11.98178,16.62103,5596,283,1668452418,Type2000
4031,11.98162,16.61468,5596,283,1668452418,Type30
8913,11.97564,16.61845,5596,283,1668452418,Type2000
6767,10.91932,15.58077,3965,282,1668452418,TypeT
2919,11.97982,16.6225,5596,283,1668452418,TypeM
8011,11.98488,16.61623,5596,283,1668452418,Type29
6321,11.98243,16.622,5596,283,1668452418,TypeT
1234,11.98409,16.62784,5596,283,1668452418,TypeR
1050,11.97586,16.61992,5596,283,1668452418,Type29
1498,11.97463,16.61763,5596,283,1668452418,TypeR
6474,11.98034,16.61855,5596,283,1668452418,TypeR
7859,11.98208,16.62519,5596,283,1668452418,Type2000
3798,11.98514,16.61892,5596,283,1668452418,Type30
2114,11.98472,16.62903,5596,283,1668452418,Type145
4837,11.98165,16.62176,5596,283,1668452418,TypeF
8590,11.98073,16.62162,5596,283,1668452418,TypeE
1572,11.97952,16.61768,5596,283,1668452418,Type145
3359,11.98376,16.6247,5596,283,1668452418,TypeT
1560,11.9809,16.62109,5596,283,1668452418,TypeE
8660,11.97957,16.61305,5596,283,1668452418,Type2000
5103,11.98134,16.62202,5596,283,1668452418,TypeE
5687,11.98281,16.6247,5596,283,1668452418,Type30
4885,11.9797,16.61711,5596,283,1668452418,Type145
5331,11.9745,16.62601,5596,283,1668452418,Unknown
8175,11.98206,16.62358,5596,283,1668452418,TypeR
3430,11.97986,16.61621,5596,283,1668452418,TypeT
1546,11.9857,16.61672,5596,283,1668452418,TypeT
4936,11.98389,16.63104,5596,283,1668452418,Unknown
8711,11.97837,16.61229,5596,283,1668452418,Type29
1537,11.98082,16.6224,5596,283,1668452418,Unknown
2216,11.98427,16.6159,5596,283,1668452418,TypeR
7799,10.31761,16.61122,9337,295,1668452418,Type29
5764,10.31333,16.61088,9337,295,1668452418,Type29
2570,10.31224,16.61142,9337,295,1668452418,TypeT
3914,11.97881,16.61171,5596,283,1668452418,TypeT
2010,11.98913,16.62272,5596,283,1668452418,TypeE
6283,11.97989,16.618,5596,283,1668452418,Type145
6635,11.98671,16.61305,5596,283,1668452418,TypeF
7260,11.98114,16.62148,5596,283,1668452418,Type30
3146,11.98234,16.62012,5596,283,1668452418,Unknown
6408,11.98233,16.62095,5596,283,1668452418,Type145
7586,11.98136,16.62064,5596,283,1668452418,TypeM
1765,11.98803,16.62427,5596,283,1668452418,TypeF
6883,11.98752,16.62203,5596,283,1668452418,Type2000
2035,11.97892,16.61939,5596,283,1668452418,Type145
3085,11.97919,16.6187,5596,283,1668452418,Type30
3238,11.98405,16.62559,5596,283,1668452418,Type30
7148,11.97784,16.62667,5596,283,1668452418,Type2000
1630,11.98418,16.62655,5596,283,1668452418,TypeM
6085,11.98584,16.61625,5596,283,1668452418,TypeE
3935,6.78529,10.65444,2544,241,1668452419,Type2000
1357,7.52042,14.90075,12078,311,1668452419,Type29
5255,7.52427,14.89477,12078,311,1668452419,TypeM
7939,7.52175,14.90702,12078,311,1668452419,TypeF
3232,7.52065,14.90027,12078,311,1668452419,Type30
2808,7.5217,14.90135,12078,311,1668452419,Type29
3281,7.52274,14.89952,12078,311,1668452419,TypeT
2180,7.5218,14.90031,12078,311,1668452419,TypeT
8862,7.51393,14.89665,12078,311,1668452419,Unknown
4514,7.52033,14.90059,12078,311,1668452419,Type30
5819,7.51789,14.90886,12078,311,1668452419,Type145
4484,7.52048,14.8981,12078,311,1668452419,TypeM
8994,7.5152,14.89507,12078,311,1668452419,TypeT
7537,7.52417,14.8935,12078,311,1668452419,TypeM
8863,7.52156,14.90659,12078,311,1668452419,TypeM
6478,7.52094,14.90109,12078,311,1668452419,TypeE
4280,7.5154,14.89645,12078,311,1668452419,TypeT
5509,7.51688,14.90092,12078,311,1668452419,Type30
8759,7.52074,14.89788,12078,311,1668452419,Type29
6972,7.51874,14.89574,12078,311,1668452419,TypeE
3554,7.51557,14.89713,12078,311,1668452419,TypeF
5135,7.51473,14.90172,12078,311,1668452419,TypeE
8991,7.52829,14.89735,12078,311,1668452419,TypeF
3641,7.51996,14.90022,12078,311,1668452419,Type2000
7114,6.78312,10.6479,2544,241,1668452419,TypeR
8272,6.78537,10.65134,2544,241,1668452419,TypeF
8984,6.77555,10.65537,2544,241,1668452419,TypeM
8423,6.7891,10.64264,2544,241,1668452419,Type30
7245,6.78264,10.64818,2544,241,1668452419,Type29
8144,6.77971,10.65324,2544,241,1668452419,Type145
5414,6.77845,10.64734,2544,241,1668452419,Unknown
3718,6.78148,10.64772,2544,241,1668452419,TypeF
7295,6.77324,10.64618,2544,241,1668452419,Type2000
6116,6.78579,10.64438,2544,241,1668452419,TypeT
3843,6.78302,10.64873,2544,241,1668452419,TypeT
3109,6.78186,10.64772,2544,241,1668452419,Type2000
7195,6.77907,10.64303,2544,241,1668452419,TypeR
6557,6.77773,10.6499,2544,241,1668452419,Type2000
4098,6.78584,10.64141,2544,241,1668452419,Unknown
4523,6.78016,10.6563,2544,241,1668452419,Unknown
2639,6.78228,10.64833,2544,241,1668452419,Type29
7901,6.77882,10.65419,2544,241,1668452419,Type2000
6643,6.78336,10.6508,2544,241,1668452419,Type30
7762,6.78119,10.64983,2544,241,1668452419,Type2000
8972,6.78057,10.6562,2544,241,1668452419,Type145
2865,6.78193,10.64853,2544,241,1668452419,Type29
1419,6.77599,10.65466,2544,241,1668452419,TypeT
2765,7.5179,14.90793,12078,311,1668452419,TypeE
3606,7.51838,14.89891,12078,311,1668452419,Type29
2158,6.78369,10.64839,2544,241,1668452419,Type29
2360,8.78475,15.4605,10367,317,1668452420,Unknown
2960,8.79021,15.46893,10367,317,1668452420,Type145
4064,8.78711,15.45432,10367,317,1668452420,Type29
1243,8.78216,15.45741,10367,317,1668452420,TypeT
7099,8.78058,15.45607,10367,317,1668452420,Type2000
1512,12.24377,15.54964,779,280,1668452420,TypeE
2227,12.24539,15.54928,779,280,1668452420,Type145
6891,12.24636,15.54712,779,280,1668452420,TypeT
1439,12.23956,15.54113,779,280,1668452420,TypeM
2376,12.23854,15.54831,779,280,1668452420,Type30
7696,12.2482,15.55172,779,280,1668452420,TypeR
1452,12.24172,15.55096,779,280,1668452420,TypeM
8748,12.23746,15.54559,779,280,1668452420,Type2000
4220,12.23899,15.54662,779,280,1668452420,Unknown
7504,12.23798,15.5499,779,280,1668452420,Type29
4959,8.78583,15.46287,10367,317,1668452420,TypeM
